Sport,PlayerRank,PlayerName,PlayerHomeTown,StarRating,PlayerPosition,PlayerStatus,TotalFollowersOnSocialMedia,On3NilValuation,RankingAvailable,AlternativePlayerlink
WomensBasketball,5,Flau'jae Johnson,"SprayberrySavannah, GA",NA,CG,FR,2.1M,$813K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/nil/athlete-network/""><svg fill=""none"" height=""1em"" viewbox=""0 0 16 19"" width=""1em"" xmlns=""http://www.w3.org/2000/svg""><path d=""M.005 3.13 7.475 0l7.47 3.13c.029.129.044.116.05.09.007-.025.006-.062 0 0-.012.154-.05.937-.05 4.133 0 5.884-4.928 9.857-7.47 11.109-6.22-2.88-7.571-8.605-7.47-11.109V3.13Z"" fill=""#29F085""></path><path d=""M10.448 12h1.25l-2.86-6.51c-.14-.3-.3-.57-.49-.79-.19-.22-.47-.33-.85-.33-.39 0-.68.12-.86.35-.18.23-.35.52-.51.88L3.298 12h1.23l.86-2.02h4.2l.86 2.02Zm-3.26-6.26c.05-.12.1-.2.14-.24.04-.04.1-.06.16-.06s.11.03.16.07c.04.04.09.12.14.24l1.35 3.17h-3.3l1.35-3.18Z"" fill=""#3B4147""></path></svg></a>",NA
WomensBasketball,6,Paige Bueckers,"Hopkins Hopkins, MN",NA,CG,JR,1.6M,$756K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/paige-bueckers-162396/nil/"">Paige Bueckers</a>"
WomensBasketball,7,Hailey Van Lith,"CashmereWenatchee, WA",NA,PG,JR,825K,$518K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/hailey-van-lith-162536/nil/"">Hailey Van Lith</a>"
WomensBasketball,8,Mia Mastrov,"MiramonteLafayette, CA",NA,CG,SO,1.1M,$338K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mia-mastrov-163097/nil/"">Mia Mastrov</a>"
WomensBasketball,9,Deja Kelly,"DuncanvilleSan Antonio, TX",NA,CG,FR,732K,$227K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/deja-kelly-163250/nil/"">Deja Kelly</a>"
WomensBasketball,10,Cameron Brink,"MountainsideBeaverton, OR",NA,SF,JR,378K,$190K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/cameron-brink-162487/nil/"">Cameron Brink</a>"
WomensBasketball,11,Zia Cooke,"RogersToledo, OH",NA,CG,SR,308K,$189K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/zia-cooke-162490/nil/"">Zia Cooke</a>"
WomensBasketball,12,Azzi Fudd,"St Johns CollegeArlington, VA",NA,SG,SO,334K,$183K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/azzi-fudd-174579/nil/"">Azzi Fudd</a>"
WomensBasketball,13,Sydney Parrish,"FishersFishers, IN",NA,SG,JR,340K,$123K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sydney-parrish-168857/nil/"">Sydney Parrish</a>"
WomensBasketball,14,Aliyah Boston,Worcester AcademySt. Thomas,NA,C,SR,238K,$118K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/aliyah-boston-162395/nil/"">Aliyah Boston</a>"
WomensBasketball,15,Brea Beal,"Rock IslandRock Island, IL",NA,SF,SR,232K,$111K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/brea-beal-174212/nil/"">Brea Beal</a>"
WomensBasketball,16,Alexis Morris,"Legacy Christian AcademyBeaumont, TX",NA,CG,,191K,$106K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/alexis-morris-178980/nil/"">Alexis Morris</a>"
WomensBasketball,17,Shaylee Gonzales,"MesquiteGilbert, AZ",NA,CG,SR,304K,$105K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/shaylee-gonzales-174422/nil/"">Shaylee Gonzales</a>"
WomensBasketball,18,Anna Camden,"The Shipley SchoolDowningtown, PA",NA,PF,SR,336K,$96K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/anna-camden-174287/nil/"">Anna Camden</a>"
WomensBasketball,19,Jordana Codio,"Montverde AcademyWinter Garden, FL",NA,CG,FR,197K,$91K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jordana-codio-163078/nil/"">Jordana Codio</a>"
WomensBasketball,20,Rickea Jackson,"Detroit Edison Detroit, MI",NA,SF,SR,392K,$90K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/rickea-jackson-174595/nil/"">Rickea Jackson</a>"
WomensBasketball,21,Haley Jones,"Archbishop MittySanta Cruz, CA",NA,CG,SR,130K,$85K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/haley-jones-162417/nil/"">Haley Jones</a>"
WomensBasketball,22,Kiki Rice,"Sidwell Friends SchoolBethesda, MD",NA,PG,FR,68K,$55K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kiki-rice-162864/nil/"">Kiki Rice</a>"
WomensBasketball,23,Jasmine Carson,"McEachernMemphis, TN",NA,SG,SR,124K,$51K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jasmine-carson-178973/nil/"">Jasmine Carson</a>"
WomensBasketball,24,Jayda Curry,"CentennialCorona, CA",NA,PG,SO,51K,$46K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jayda-curry-163079/nil/"">Jayda Curry</a>"
WomensBasketball,25,Mikala Hall,"DanvilleDanville, IL",NA,PG,SR,317K,$43K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mikala-hall-174437/nil/"">Mikala Hall</a>"
WomensBasketball,26,Raven Johnson,"WestlakeAtlanta, GA",NA,PG,,49K,$43K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/raven-johnson-168881/nil/"">Raven Johnson</a>"
WomensBasketball,27,Jalynn Holmes,"Riverdale BaptistUpper Marlboro, MD",NA,SG,SR,52K,$42K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jalynn-holmes-174688/nil/"">Jalynn Holmes</a>"
WomensBasketball,28,Janiah Barker,"Montverde AcademyMarietta, GA",NA,PF,FR,32K,$39K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/janiah-barker-162867/nil/"">Janiah Barker</a>"
WomensBasketball,29,Kamilla Cardoso,Hamilton Heights Christian AcademyBrasilia,NA,C,JR,39K,$39K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kamilla-cardoso-168877/nil/"">Kamilla Cardoso</a>"
WomensBasketball,30,Kateri Poole,"South ShoreBronx, NY",NA,SG,JR,98K,$37K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kateri-poole-178981/nil/"">Kateri Poole</a>"
WomensBasketball,31,Chloe Kitts,"DME AcademyOviedo, FL",NA,SF,FR,37K,$37K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/chloe-kitts-175720/nil/"">Chloe Kitts</a>"
WomensBasketball,32,Caitlin Bickle,"Cactus Shadows/pshCave Creek, AZ",NA,PF,FR,166K,$36K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/caitlin-bickle-177916/nil/"">Caitlin Bickle</a>"
WomensBasketball,33,Myra Gordon,"BellFort Worth, TX",NA,CG,JR,34K,$36K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/myra-gordon-174439/nil/"">Myra Gordon</a>"
WomensBasketball,34,Rori Harmon,"Cy CreekHouston, TX",NA,PG,SO,35K,$35K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/rori-harmon-174423/nil/"">Rori Harmon</a>"
WomensBasketball,35,Laeticia Amihere,"King's Christian CollegiateMississauga, ON",NA,PF,SR,41K,$35K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/laeticia-amihere-168875/nil/"">Laeticia Amihere</a>"
WomensBasketball,36,Shay Holle,"WestlakeAustin, TX",NA,CG,SO,24K,$34K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/shay-holle-174425/nil/"">Shay Holle</a>"
WomensBasketball,37,Bree Hall,"WayneDayton, OH",NA,SG,SO,39K,$34K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/bree-hall-168880/nil/"">Bree Hall</a>"
WomensBasketball,38,Aaliyah Edwards,"Crestwood PrepKingston, ON",NA,PF,NA,48K,$33K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/aaliyah-edwards-179445/nil/"">Aaliyah Edwards</a>"
WomensBasketball,39,Paris Clark,"Long Island LutheranBronx, NY",NA,CG,FR,78K,$32K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/paris-clark-162990/nil/"">Paris Clark</a>"
WomensBasketball,40,Ashley Owusu,"Paul VI CatholicWoodbridge, VA",NA,CG,SR,33K,$31K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ashley-owusu-162472/nil/"">Ashley Owusu</a>"
WomensBasketball,41,Olivia Miles,"Blair AcademyPhillipsburg, NJ",NA,SG,SO,43K,$31K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/olivia-miles-174578/nil/"">Olivia Miles</a>"
WomensBasketball,42,Ashlyn Watkins,"Cardinal Newman SchoolColumbia, SC",NA,PF,FR,25K,$31K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ashlyn-watkins-162980/nil/"">Ashlyn Watkins</a>"
WomensBasketball,43,Ta'Niya Laston,"American HeritagePlantation, FL",NA,SG,FR,38K,$31K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/taniya-laston-162982/nil/"">Ta'Niya Laston</a>"
WomensBasketball,44,Chrissy Carr,"ManhattanEden Prairie, MN",NA,CG,SR,38K,$31K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/chrissy-carr-174443/nil/"">Chrissy Carr</a>"
WomensBasketball,45,Caroline Ducharme,"Noble And Greenough SchoolMilton, MA",NA,CG,SO,31K,$31K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/caroline-ducharme-178261/nil/"">Caroline Ducharme</a>"
WomensBasketball,46,Blair Green,"HarlanHarlan, KY",NA,SF,,33K,$29K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/blair-green-163014/nil/"">Blair Green</a>"
WomensBasketball,47,Amani Bartlett,"Houston ChristianCleveland, TX",NA,PF,SO,49K,$28K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/amani-bartlett-178979/nil/"">Amani Bartlett</a>"
WomensBasketball,48,Payton Verhulst,"Bishop MiegeDe Soto, KS",NA,CG,SO,21K,$28K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/payton-verhulst-177764/nil/"">Payton Verhulst</a>"
WomensBasketball,49,Sara Scalia,"Stillwater SeniorStillwater, MN",NA,CG,,22K,$28K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sara-scalia-176833/nil/"">Sara Scalia</a>"
WomensBasketball,50,Aubrey Griffin,"OssiningOssining, NY",NA,SF,,149K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/aubrey-griffin-178870/nil/"">Aubrey Griffin</a>"
WomensBasketball,51,Kylie Feuerbach,"SycamoreSycamore, IL",NA,SG,JR,34K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/kylie-feuerbach-168762/nil/"">Kylie Feuerbach</a>"
WomensBasketball,52,Tamari Key,"CaryCary, NC",NA,C,SR,21K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/tamari-key-163378/nil/"">Tamari Key</a>"
WomensBasketball,53,Ana Llanusa,"ChoctawChoctaw, OK",NA,SG,SR,17.8K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ana-llanusa-168841/nil/"">Ana Llanusa</a>"
WomensBasketball,54,Gabbie Marshall,"Mount Notre DameCincinnati, OH",NA,CG,FR,21K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/gabbie-marshall-168765/nil/"">Gabbie Marshall</a>"
WomensBasketball,55,Victaria Saxton,"Model 9-12Rome, GA",NA,PF,SR,26K,$27K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/victaria-saxton-168882/nil/"">Victaria Saxton</a>"
WomensBasketball,56,Jordan Horston,"Columbus Africentric Early CollegeColumbus, OH",NA,CG,SR,22K,$26K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jordan-horston-174591/nil/"">Jordan Horston</a>"
WomensBasketball,57,Jacy Sheldon,"Dublin CoffmanDublin, OH",NA,SG,SR,15.1K,$26K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jacy-sheldon-174588/nil/"">Jacy Sheldon</a>"
WomensBasketball,58,Ayanna Patterson,"HomesteadFort Wayne, IN",NA,SF,FR,23K,$25K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ayanna-patterson-162869/nil/"">Ayanna Patterson</a>"
WomensBasketball,59,Ahlana Smith,"Mallard CreekCharlotte, NC",NA,CG,SR,19.6K,$25K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ahlana-smith-178503/nil/"">Ahlana Smith</a>"
WomensBasketball,60,Olivia Thompson,"Lexington Lexington, SC",NA,SG,JR,28K,$25K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/olivia-thompson-168883/nil/"">Olivia Thompson</a>"
WomensBasketball,61,Aaliyah Moore,"MooreMooreland, OK",NA,PF,SO,11K,$24K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/aaliyah-moore-174430/nil/"">Aaliyah Moore</a>"
WomensBasketball,62,Madi Williams,"Trinity Valley SchoolFort Worth, TX",NA,SF,SR,14.4K,$24K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/madi-williams-168851/nil/"">Madi Williams</a>"
WomensBasketball,63,Jersey Wolfenbarger,"NorthsideFort Smith, AR",NA,SF,FR,16.8K,$24K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jersey-wolfenbarger-177334/nil/"">Jersey Wolfenbarger</a>"
WomensBasketball,64,Elauna Eaton,"NettletonHelena, AR",NA,SG,JR,26K,$24K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/elauna-eaton-168792/nil/"">Elauna Eaton</a>"
WomensBasketball,65,Maya Nnaji,"Hopkins Hopkins, MN",NA,SF,FR,25K,$24K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/maya-nnaji-162964/nil/"">Maya Nnaji</a>"
WomensBasketball,66,Saniya Rivers,"Eugene AshleyWilmington, NC",NA,SG,SO,32K,$24K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/saniya-rivers-163398/nil/"">Saniya Rivers</a>"
WomensBasketball,67,Ladazhia Williams,"Lakewood RanchBradenton, FL",NA,PF,,12.1K,$23K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ladazhia-williams-178972/nil/"">Ladazhia Williams</a>"
WomensBasketball,68,Sania Feagin,"Forest ParkEllenwood, GA",NA,PF,SO,19.3K,$23K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sania-feagin-168878/nil/"">Sania Feagin</a>"
WomensBasketball,69,Gabriela Jaquez,"Camarillo (Adolfo) HSCamarillo, CA",NA,SF,FR,24K,$23K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/gabriela-jaquez-162988/nil/"">Gabriela Jaquez</a>"
WomensBasketball,70,Dominique Onu,"Blair AcademyJacksonville, FL",NA,SG,JR,21K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/dominique-onu-163088/nil/"">Dominique Onu</a>"
WomensBasketball,71,Justine Pissott,"Red Bank CatholicToms River, NJ",NA,SG,FR,19.4K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/justine-pissott-162973/nil/"">Justine Pissott</a>"
WomensBasketball,72,Mackenzie Holmes,"GorhamGorham, ME",NA,PF,SR,18.8K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mackenzie-holmes-179077/nil/"">Mackenzie Holmes</a>"
WomensBasketball,73,Amina Muhammad,"DeSotoDeSoto, TX",NA,PF,FR,5.6K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/amina-muhammad-174427/nil/"">Amina Muhammad</a>"
WomensBasketball,74,Grace VanSlooten,"IMG AcademyToledo, OH",NA,SF,FR,39K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/grace-vanslooten-162981/nil/"">Grace VanSlooten</a>"
WomensBasketball,75,Alexia Mobley,"ReynoldsburgReynoldsburg, OH",NA,SF,SO,13K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/alexia-mobley-174440/nil/"">Alexia Mobley</a>"
WomensBasketball,76,Cotie McMahon,"CentervilleCenterville, OH",NA,SG,FR,11K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/cotie-mcmahon-162992/nil/"">Cotie McMahon</a>"
WomensBasketball,77,Talaysia Cooper,"East Clarendon HiTurbeville, SC",NA,PG,FR,13.8K,$22K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/talaysia-cooper-162987/nil/"">Talaysia Cooper</a>"
WomensBasketball,78,Chance Gray,"Winton WoodsCincinnati, OH",NA,PG,FR,18.7K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/chance-gray-162886/nil/"">Chance Gray</a>"
WomensBasketball,79,Myah Taylor,"Olive BranchOlive Branch, MS",NA,CG,,25K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/myah-taylor-168807/nil/"">Myah Taylor</a>"
WomensBasketball,80,Jakia Brown-Turner,"Bishop McNamaraOxon Hill, MD",NA,CG,SR,22K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jakia-brown-turner-163387/nil/"">Jakia Brown-Turner</a>"
WomensBasketball,81,Sasha Goforth,"FayettevilleFayetteville, AR",NA,SG,SO,12.4K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/sasha-goforth-177326/nil/"">Sasha Goforth</a>"
WomensBasketball,82,Tess Darby,"Greenfield SchoolGreenfield, TN",NA,CG,FR,11.6K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/tess-darby-179038/nil/"">Tess Darby</a>"
WomensBasketball,83,Ndjakalenga Mwenentanda,"Washington HighSioux Falls, SD",NA,CG,FR,3.8K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/ndjakalenga-mwenentanda-174431/nil/"">Ndjakalenga Mwenentanda</a>"
WomensBasketball,84,Jerkaila Jordan,"John CurtisNew Orleans, LA",NA,SG,JR,16.6K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jerkaila-jordan-168686/nil/"">Jerkaila Jordan</a>"
WomensBasketball,85,Angel Baker,"PikeIndianapolis, IN",NA,SG,SR,20K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/angel-baker-168785/nil/"">Angel Baker</a>"
WomensBasketball,86,Monika Czinano,"Watertown MayerWatertown, MN",NA,PF,SR,21K,$21K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/monika-czinano-168760/nil/"">Monika Czinano</a>"
WomensBasketball,87,Alexis Markowski,"Pius XLincoln, NE",NA,C,JR,18.6K,$20K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/alexis-markowski-177943/nil/"">Alexis Markowski</a>"
WomensBasketball,88,Taylor Mikesell,"JacksonMassillon, OH",NA,SG,SR,17K,$20K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/taylor-mikesell-178988/nil/"">Taylor Mikesell</a>"
WomensBasketball,89,Deyona Gaston,"PearlandPearland, TX",NA,SF,SO,2.8K,$20K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/deyona-gaston-174424/nil/"">Deyona Gaston</a>"
WomensBasketball,90,Jordan Walker,"Mona ShoresMuskegon, MI",NA,SG,SR,9.8K,$20K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/jordan-walker-163381/nil/"">Jordan Walker</a>"
WomensBasketball,91,Emily Bessoir,Wilhelm-Hausenstein-Gymnasium MünchenMunich,NA,PF,JR,14.2K,$20K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/emily-bessoir-168697/nil/"">Emily Bessoir</a>"
WomensBasketball,92,Grace Berger,"Sacred Heart AcademyLouisville, KY",NA,SG,SR,12.2K,$19.8K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/grace-berger-174593/nil/"">Grace Berger</a>"
WomensBasketball,93,Mya Perry,"ReynoldsburgReynoldsburg, OH",NA,SG,FR,17.4K,$19.8K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mya-perry-178985/nil/"">Mya Perry</a>"
WomensBasketball,94,Marley Washenitz,"FairmontFairmont, WV",NA,SG,FR,62K,$19.7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/marley-washenitz-163147/nil/"">Marley Washenitz</a>"
WomensBasketball,95,Lexi Donarski,"St. Thomas Aquinas AcademyLa Crosse, WI",NA,SG,JR,13.2K,$19.7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/lexi-donarski-168440/nil/"">Lexi Donarski</a>"
WomensBasketball,96,Mikayla Boykin,"ClintonClinton, NC",NA,SG,SR,29K,$19.7K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/mikayla-boykin-174442/nil/"">Mikayla Boykin</a>"
