Sport,PlayerRank,PlayerName,PlayerHomeTown,StarRating,PlayerPosition,PlayerStatus,TotalFollowersOnSocialMedia,On3NilValuation,RankingAvailable,AlternativePlayerlink
Football,47,Trey Benson,"St JosephGreenville, MS",89.37,RB,,30K,$571K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/florida-state-seminoles/football/2020/industry-comparison-commits/""><img alt=""florida state seminoles Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/936/149/149936.svg"" title=""florida state seminoles"" width=""30""/></a>",NA
Football,48,Donovan Edwards,"West BloomfieldWest Bloomfield, MI",96.61,RB,JR,56K,$554K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/michigan-wolverines/football/2021/industry-comparison-commits/""><img alt=""michigan wolverines Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/39/150/150039.svg"" title=""michigan wolverines"" width=""30""/></a>",NA
Football,49,Jacob Cowing,"MaricopaMaricopa, AZ",76.32,WR,SR,7.7K,$554K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/arizona-wildcats/football/2019/industry-comparison-commits/""><img alt=""arizona wildcats Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/752/149/149752.svg"" title=""arizona wildcats"" width=""30""/></a>",NA
Football,50,Harold Perkins,"Cy ParkCypress, TX",98.41,LB,SO,58K,$553K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/lsu-tigers/football/2022/industry-comparison-commits/""><img alt=""lsu tigers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/10/150/150010.svg"" title=""lsu tigers"" width=""30""/></a>",NA
Football,51,Olu Fashanu,"Gonzaga Washington, DC",88.70,OT,JR,7.4K,$522K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/penn-state-nittany-lions/football/2020/industry-comparison-commits/""><img alt=""penn state nittany lions Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/800/149/149800.svg"" title=""penn state nittany lions"" width=""30""/></a>",NA
Football,52,Johnny Wilson,"CalabasasCalabasas, CA",90.28,WR,,43K,$513K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/florida-state-seminoles/football/2020/industry-comparison-commits/""><img alt=""florida state seminoles Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/936/149/149936.svg"" title=""florida state seminoles"" width=""30""/></a>",NA
Football,53,Anthony Hill,"RyanDenton, TX",97.87,LB,FR,34K,$506K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/texas-longhorns/football/2023/industry-comparison-commits/""><img alt=""texas longhorns Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/276/150/150276.svg"" title=""texas longhorns"" width=""30""/></a>",NA
Football,54,Will Johnson,"Grosse Pointe SouthGrosse Pointe, MI",97.83,CB,SO,51K,$497K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/michigan-wolverines/football/2022/industry-comparison-commits/""><img alt=""michigan wolverines Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/39/150/150039.svg"" title=""michigan wolverines"" width=""30""/></a>",NA
Football,55,Devin Leary,"Timber CreekSicklerville, NJ",89.62,QB,,37K,$494K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/kentucky-wildcats/football/2018/industry-comparison-commits/""><img alt=""kentucky wildcats Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/984/149/149984.svg"" title=""kentucky wildcats"" width=""30""/></a>",NA
Football,56,Joe Alt,"Totino-GraceMinneapolis, MN",89.70,OT,JR,3.1K,$485K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/notre-dame-fighting-irish/football/2021/industry-comparison-commits/""><img alt=""notre dame fighting irish Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/123/150/150123.svg"" title=""notre dame fighting irish"" width=""30""/></a>",NA
Football,57,Brant Kuithe,"Cinco RanchKaty, TX",83.75,TE,SR,12.9K,$484K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/utah-utes/football/2018/industry-comparison-commits/""><img alt=""utah utes Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/313/150/150313.svg"" title=""utah utes"" width=""30""/></a>",NA
Football,58,Dwight McGlothern,"Klein OakSpring, TX",90.37,CB,SR,31K,$483K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/arkansas-razorbacks/football/2020/industry-comparison-commits/""><img alt=""arkansas razorbacks Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/748/149/149748.svg"" title=""arkansas razorbacks"" width=""30""/></a>",NA
Football,59,Dillon Gabriel,"MililaniMililani, HI",86.80,QB,,101K,$478K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/oklahoma-sooners/football/2019/industry-comparison-commits/""><img alt=""oklahoma sooners Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/127/150/150127.svg"" title=""oklahoma sooners"" width=""30""/></a>",NA
Football,60,Kadyn Proctor,"Southeast PolkDes Moines, IA",98.83,OT,FR,47K,$477K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/alabama-crimson-tide/football/2023/industry-comparison-commits/""><img alt=""alabama crimson tide Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/728/149/149728.svg"" title=""alabama crimson tide"" width=""30""/></a>",NA
Football,61,Chico Bennett Jr.,"Battle Ground AcademyFranklin, TN",83.80,EDGE,SR,3K,$473K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/georgia-tech-yellow-jackets/football/2019/industry-comparison-commits/""><img alt=""georgia tech yellow jackets Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/952/149/149952.svg"" title=""georgia tech yellow jackets"" width=""30""/></a>",NA
Football,62,Benjamin Morrison,"Brophy College PreparatoryPhoenix, AZ",89.75,CB,SO,8.6K,$471K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/notre-dame-fighting-irish/football/2022/industry-comparison-commits/""><img alt=""notre dame fighting irish Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/123/150/150123.svg"" title=""notre dame fighting irish"" width=""30""/></a>",NA
Football,63,Abdul Carter,"La Salle CollegePhiladelphia, PA",91.35,LB,SO,13.8K,$468K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/penn-state-nittany-lions/football/2022/industry-comparison-commits/""><img alt=""penn state nittany lions Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/800/149/149800.svg"" title=""penn state nittany lions"" width=""30""/></a>",NA
Football,64,DeWayne Carter,"Pickerington CentralPickerington, OH",88.37,DL,,8K,$464K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/duke-blue-devils/football/2019/industry-comparison-commits/""><img alt=""duke blue devils Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/912/149/149912.svg"" title=""duke blue devils"" width=""30""/></a>",NA
Football,65,Malaki Starks,"JeffersonJefferson, GA",98.38,S,SO,24K,$461K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/georgia-bulldogs/football/2022/industry-comparison-commits/""><img alt=""georgia bulldogs Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/954/149/149954.svg"" title=""georgia bulldogs"" width=""30""/></a>",NA
Football,66,Graham Barton,"RavenwoodBrentwood, TN",86.00,OT,SR,2.8K,$460K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/duke-blue-devils/football/2020/industry-comparison-commits/""><img alt=""duke blue devils Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/912/149/149912.svg"" title=""duke blue devils"" width=""30""/></a>",NA
Football,67,JC Latham,"IMG AcademyBradenton, FL",99.37,OT,JR,17.6K,$457K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/alabama-crimson-tide/football/2021/industry-comparison-commits/""><img alt=""alabama crimson tide Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/728/149/149728.svg"" title=""alabama crimson tide"" width=""30""/></a>",NA
Football,68,Joe Milton,"OlympiaOrlando, FL",90.90,QB,,87K,$453K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/tennessee-volunteers/football/2018/industry-comparison-commits/""><img alt=""tennessee volunteers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/266/150/150266.svg"" title=""tennessee volunteers"" width=""30""/></a>",NA
Football,69,Tommy Eichenberg,"St IgnatiusCleveland, OH",89.41,LB,SR,16.3K,$451K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/ohio-state-buckeyes/football/2019/industry-comparison-commits/""><img alt=""ohio state buckeyes Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/126/150/150126.svg"" title=""ohio state buckeyes"" width=""30""/></a>",NA
Football,70,CJ Baxter Jr.,"EdgewaterOrlando, FL",97.26,RB,FR,31K,$451K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/nil/athlete-network/""><svg fill=""none"" height=""1em"" viewbox=""0 0 16 19"" width=""1em"" xmlns=""http://www.w3.org/2000/svg""><path d=""M.005 3.13 7.475 0l7.47 3.13c.029.129.044.116.05.09.007-.025.006-.062 0 0-.012.154-.05.937-.05 4.133 0 5.884-4.928 9.857-7.47 11.109-6.22-2.88-7.571-8.605-7.47-11.109V3.13Z"" fill=""#29F085""></path><path d=""M10.448 12h1.25l-2.86-6.51c-.14-.3-.3-.57-.49-.79-.19-.22-.47-.33-.85-.33-.39 0-.68.12-.86.35-.18.23-.35.52-.51.88L3.298 12h1.23l.86-2.02h4.2l.86 2.02Zm-3.26-6.26c.05-.12.1-.2.14-.24.04-.04.1-.06.16-.06s.11.03.16.07c.04.04.09.12.14.24l1.35 3.17h-3.3l1.35-3.18Z"" fill=""#3B4147""></path></svg></a>",NA
Football,71,Jer'Zhan Newton,"Clearwater Central CatholicClearwater, FL",83.80,DL,,6.4K,$443K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/illinois-fighting-illini/football/2020/industry-comparison-commits/""><img alt=""illinois fighting illini Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/821/149/149821.svg"" title=""illinois fighting illini"" width=""30""/></a>",NA
Football,72,DJ Uiagalelei,"St. John BoscoBellflower, CA",98.32,QB,JR,199K,$431K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/oregon-state-beavers/football/2020/industry-comparison-commits/""><img alt=""oregon state beavers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/137/150/150137.svg"" title=""oregon state beavers"" width=""30""/></a>",NA
Football,73,Kingsley Suamataia,"OremOrem, UT",97.40,OT,,29K,$426K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/byu-cougars/football/2021/industry-comparison-commits/""><img alt=""byu cougars Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/851/149/149851.svg"" title=""byu cougars"" width=""30""/></a>",NA
Football,74,Kris Jenkins,"Our Lady Good Counsel HSOlney, MD",88.07,DL,SR,9.9K,$425K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/michigan-wolverines/football/2020/industry-comparison-commits/""><img alt=""michigan wolverines Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/39/150/150039.svg"" title=""michigan wolverines"" width=""30""/></a>",NA
Football,75,Jaden Rashada,"PittsburgPittsburg, CA",95.06,QB,FR,42K,$422K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/arizona-state-sun-devils/football/2023/industry-comparison-commits/""><img alt=""arizona state sun devils Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/751/149/149751.svg"" title=""arizona state sun devils"" width=""30""/></a>",NA
Football,76,Thunder Keck,"Northfield, NH",NA,EDGE,NA,1.1M,$418K,NA,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineNone MuiTypography-h5 MuiTypography-colorPrimary"" href=""/db/thunder-keck-157539/nil/"">Thunder Keck</a>"
Football,77,Kamren Kinchens,"NorthwesternMiami, FL",89.90,S,JR,25K,$417K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/miami-hurricanes/football/2021/industry-comparison-commits/""><img alt=""miami hurricanes Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/81/146/146081.svg"" title=""miami hurricanes"" width=""30""/></a>",NA
Football,78,Cooper Beebe,"PiperKansas City, KS",82.65,IOL,SR,3.6K,$414K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/kansas-state-wildcats/football/2019/industry-comparison-commits/""><img alt=""kansas state wildcats Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/811/149/149811.svg"" title=""kansas state wildcats"" width=""30""/></a>",NA
Football,79,Oronde Gadsden II,"American HeritageFort Lauderdale, FL",84.63,TE,JR,2.6K,$414K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/nil/athlete-network/""><svg fill=""none"" height=""1em"" viewbox=""0 0 16 19"" width=""1em"" xmlns=""http://www.w3.org/2000/svg""><path d=""M.005 3.13 7.475 0l7.47 3.13c.029.129.044.116.05.09.007-.025.006-.062 0 0-.012.154-.05.937-.05 4.133 0 5.884-4.928 9.857-7.47 11.109-6.22-2.88-7.571-8.605-7.47-11.109V3.13Z"" fill=""#29F085""></path><path d=""M10.448 12h1.25l-2.86-6.51c-.14-.3-.3-.57-.49-.79-.19-.22-.47-.33-.85-.33-.39 0-.68.12-.86.35-.18.23-.35.52-.51.88L3.298 12h1.23l.86-2.02h4.2l.86 2.02Zm-3.26-6.26c.05-.12.1-.2.14-.24.04-.04.1-.06.16-.06s.11.03.16.07c.04.04.09.12.14.24l1.35 3.17h-3.3l1.35-3.18Z"" fill=""#3B4147""></path></svg></a>",NA
Football,80,Ja'Tavion Sanders,"RyanDenton, TX",97.98,TE,JR,27K,$412K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/texas-longhorns/football/2021/industry-comparison-commits/""><img alt=""texas longhorns Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/276/150/150276.svg"" title=""texas longhorns"" width=""30""/></a>",NA
Football,81,Jeremiah Trotter Jr.,"St. Joseph'sPhiladelphia, PA",96.77,LB,JR,11.5K,$412K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/clemson-tigers/football/2021/industry-comparison-commits/""><img alt=""clemson tigers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/883/149/149883.svg"" title=""clemson tigers"" width=""30""/></a>",NA
Football,82,Frank Gore Jr.,"KillianMiami, FL",82.90,RB,JR,38K,$410K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/southern-miss-golden-eagles/football/2020/industry-comparison-commits/""><img alt=""southern miss golden eagles Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/243/150/150243.svg"" title=""southern miss golden eagles"" width=""30""/></a>",NA
Football,83,Dezz Ricks,"IMG AcademyChesapeake, VA",97.69,CB,FR,32K,$409K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/alabama-crimson-tide/football/2023/industry-comparison-commits/""><img alt=""alabama crimson tide Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/728/149/149728.svg"" title=""alabama crimson tide"" width=""30""/></a>",NA
Football,84,Taulia Tagovailoa,"ThompsonAlabaster, AL",91.89,QB,,155K,$405K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/maryland-terrapins/football/2019/industry-comparison-commits/""><img alt=""maryland terrapins Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/18/150/150018.svg"" title=""maryland terrapins"" width=""30""/></a>",NA
Football,85,Leonard Taylor,"Miami PalmettoMiami, FL",98.68,DL,JR,27K,$403K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/miami-hurricanes/football/2021/industry-comparison-commits/""><img alt=""miami hurricanes Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/81/146/146081.svg"" title=""miami hurricanes"" width=""30""/></a>",NA
Football,86,Chris Braswell,"St. Frances AcademyBaltimore, MD",98.09,EDGE,SR,14.9K,$395K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/alabama-crimson-tide/football/2020/industry-comparison-commits/""><img alt=""alabama crimson tide Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/728/149/149728.svg"" title=""alabama crimson tide"" width=""30""/></a>",NA
Football,87,Zak Zinter,"Buckingham Browne & Nichols SchoolNorth Andover, MA",90.13,IOL,SR,25K,$387K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/michigan-wolverines/football/2020/industry-comparison-commits/""><img alt=""michigan wolverines Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/39/150/150039.svg"" title=""michigan wolverines"" width=""30""/></a>",NA
Football,88,Justin Dedich,"ChaparralTemecula, CA",93.92,IOL,,4.7K,$386K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/usc-trojans/football/2018/industry-comparison-commits/""><img alt=""usc trojans Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/306/150/150306.svg"" title=""usc trojans"" width=""30""/></a>",NA
Football,89,Trevor Etienne,"JenningsJennings, LA",90.36,RB,SO,66K,$386K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/florida-gators/football/2022/industry-comparison-commits/""><img alt=""florida gators Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/935/149/149935.svg"" title=""florida gators"" width=""30""/></a>",NA
Football,90,Eli Holstein,"ZacharyZachary, LA",94.65,QB,FR,11.2K,$384K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/alabama-crimson-tide/football/2023/industry-comparison-commits/""><img alt=""alabama crimson tide Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/728/149/149728.svg"" title=""alabama crimson tide"" width=""30""/></a>",NA
Football,91,Adepoju Adebawore,"North Kansas CityKansas City, MO",98.81,EDGE,FR,10.2K,$384K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/oklahoma-sooners/football/2023/industry-comparison-commits/""><img alt=""oklahoma sooners Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/127/150/150127.svg"" title=""oklahoma sooners"" width=""30""/></a>",NA
Football,92,Ty'Ron Hopper,"RoswellRoswell, GA",94.91,LB,,13.3K,$384K,"<a class=""MuiTypography-root MuiLink-root MuiLink-underlineHover MuiTypography-colorPrimary"" href=""/college/missouri-tigers/football/2019/industry-comparison-commits/""><img alt=""missouri tigers Avatar"" class=""NilPlayerRankingItem_statusLogo__h2SDo"" height=""30"" loading=""lazy"" src=""https://on3static.com/uploads/assets/52/150/150052.svg"" title=""missouri tigers"" width=""30""/></a>",NA
